id,name,condition_id,desc,cd,target_relation,show,effect_addition,aeffect_addition,citta_id,hate,script_type,param1,param2,param3,param4,param5,range_positive0,range_negative0,max_target_number0,buffid0_1,buffid0_2,buffid0_3,buffid0_4,buffid0_5,buffid0_6,buffid0_7,range_positive1,range_negative1,max_target_number1,buffid1_1,buffid1_2,buffid1_3,buffid1_4,buffid1_5,buffid1_6,buffid1_7,range_positive2,range_negative2,max_target_number2,buffid2_1,buffid2_2,buffid2_3,buffid2_4,buffid2_5,buffid2_6,buffid2_7,range_positive3,range_negative3,max_target_number3,buffid3_1,buffid3_2,buffid3_3,buffid3_4,buffid3_5,buffid3_6,buffid3_7,range_positive4,range_negative4,max_target_number4,buffid4_1,buffid4_2,buffid4_3,buffid4_4,buffid4_5,buffid4_6,buffid4_7,range_positive5,range_negative5,max_target_number5,buffid5_1,buffid5_2,buffid5_3,buffid5_4,buffid5_5,buffid5_6,buffid5_7,range_positive6,range_negative6,max_target_number6,buffid6_1,buffid6_2,buffid6_3,buffid6_4,buffid6_5,buffid6_6,buffid6_7,range_positive7,range_negative7,max_target_number7,buffid7_1,buffid7_2,buffid7_3,buffid7_4,buffid7_5,buffid7_6,buffid7_7,need_lv,level_up_cost
112012,蔡文姬技能12,2,,5,2,assetbundle/tx_cwj01_skill01(matinee).matinee,0,0,-1,0,1,0,0,0,0,0,3,0.3,5,111012,-1,-1,-1,-1,-1,-1,3,0.3,5,111012,-1,-1,-1,-1,-1,-1,3.5,0,5,111012,-1,-1,-1,-1,-1,-1,4,0,5,101012,51,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
112013,蔡文姬技能13,2,,5,2,assetbundle/tx_cwj01_skill01(matinee).matinee,0,0,-1,0,1,0,0,0,0,0,3,0.3,5,111013,-1,-1,-1,-1,-1,-1,3,0.3,5,111013,-1,-1,-1,-1,-1,-1,3.5,0,5,111013,-1,-1,-1,-1,-1,-1,4,0,5,101013,51,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
112014,蔡文姬技能14,2,,5,2,assetbundle/tx_cwj01_skill01(matinee).matinee,0,0,-1,0,1,0,0,0,0,0,3,0.3,5,111014,-1,-1,-1,-1,-1,-1,3,0.3,5,111014,-1,-1,-1,-1,-1,-1,3.5,0,5,111014,-1,-1,-1,-1,-1,-1,4,0,5,101014,51,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
112015,蔡文姬技能15,2,,5,2,assetbundle/tx_cwj01_skill01(matinee).matinee,0,0,-1,0,1,0,0,0,0,0,3,0.3,5,111015,-1,-1,-1,-1,-1,-1,3,0.3,5,111015,-1,-1,-1,-1,-1,-1,3.5,0,5,111015,-1,-1,-1,-1,-1,-1,4,0,5,101015,51,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
112016,蔡文姬技能16,2,,5,2,assetbundle/tx_cwj01_skill01(matinee).matinee,0,0,-1,0,1,0,0,0,0,0,3,0.3,5,111016,-1,-1,-1,-1,-1,-1,3,0.3,5,111016,-1,-1,-1,-1,-1,-1,3.5,0,5,111016,-1,-1,-1,-1,-1,-1,4,0,5,101016,51,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
112017,蔡文姬技能17,2,,5,2,assetbundle/tx_cwj01_skill01(matinee).matinee,0,0,-1,0,1,0,0,0,0,0,3,0.3,5,111017,-1,-1,-1,-1,-1,-1,3,0.3,5,111017,-1,-1,-1,-1,-1,-1,3.5,0,5,111017,-1,-1,-1,-1,-1,-1,4,0,5,101017,51,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
112018,蔡文姬技能18,2,,5,2,assetbundle/tx_cwj01_skill01(matinee).matinee,0,0,-1,0,1,0,0,0,0,0,3,0.3,5,111018,-1,-1,-1,-1,-1,-1,3,0.3,5,111018,-1,-1,-1,-1,-1,-1,3.5,0,5,111018,-1,-1,-1,-1,-1,-1,4,0,5,101018,51,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
112019,蔡文姬技能19,2,,5,2,assetbundle/tx_cwj01_skill01(matinee).matinee,0,0,-1,0,1,0,0,0,0,0,3,0.3,5,111019,-1,-1,-1,-1,-1,-1,3,0.3,5,111019,-1,-1,-1,-1,-1,-1,3.5,0,5,111019,-1,-1,-1,-1,-1,-1,4,0,5,101019,51,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
112020,蔡文姬技能20,2,,5,2,assetbundle/tx_cwj01_skill01(matinee).matinee,0,0,-1,0,1,0,0,0,0,0,3,0.3,5,111020,-1,-1,-1,-1,-1,-1,3,0.3,5,111020,-1,-1,-1,-1,-1,-1,3.5,0,5,111020,-1,-1,-1,-1,-1,-1,4,0,5,101020,51,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
##张飞技能##,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113001,张飞技能1,2,,5,2,assetbundle/tx_zf01_skill01(matinee).matinee,0,0,-1,0,1,0,0,0,0,0,3,0.3,5,111001,-1,-1,-1,-1,-1,-1,3,0.3,5,111001,-1,-1,-1,-1,-1,-1,3.5,0,5,111001,-1,-1,-1,-1,-1,-1,4,0,5,101001,51,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
113002,张飞技能2,2,,5,2,assetbundle/tx_zf01_skill01(matinee).matinee,0,0,-1,0,1,0,0,0,0,0,3,0.3,5,111002,-1,-1,-1,-1,-1,-1,3,0.3,5,111002,-1,-1,-1,-1,-1,-1,3.5,0,5,111002,-1,-1,-1,-1,-1,-1,4,0,5,101002,51,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
113003,张飞技能3,2,,5,2,assetbundle/tx_zf01_skill01(matinee).matinee,0,0,-1,0,1,0,0,0,0,0,3,0.3,5,111003,-1,-1,-1,-1,-1,-1,3,0.3,5,111003,-1,-1,-1,-1,-1,-1,3.5,0,5,111003,-1,-1,-1,-1,-1,-1,4,0,5,101003,51,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
113004,张飞技能4,2,,5,2,assetbundle/tx_zf01_skill01(matinee).matinee,0,0,-1,0,1,0,0,0,0,0,3,0.3,5,111004,-1,-1,-1,-1,-1,-1,3,0.3,5,111004,-1,-1,-1,-1,-1,-1,3.5,0,5,111004,-1,-1,-1,-1,-1,-1,4,0,5,101004,51,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
113005,张飞技能5,2,,5,2,assetbundle/tx_zf01_skill01(matinee).matinee,0,0,-1,0,1,0,0,0,0,0,3,0.3,5,111005,-1,-1,-1,-1,-1,-1,3,0.3,5,111005,-1,-1,-1,-1,-1,-1,3.5,0,5,111005,-1,-1,-1,-1,-1,-1,4,0,5,101005,51,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
113006,张飞技能6,2,,5,2,assetbundle/tx_zf01_skill01(matinee).matinee,0,0,-1,0,1,0,0,0,0,0,3,0.3,5,111006,-1,-1,-1,-1,-1,-1,3,0.3,5,111006,-1,-1,-1,-1,-1,-1,3.5,0,5,111006,-1,-1,-1,-1,-1,-1,4,0,5,101006,51,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
113007,张飞技能7,2,,5,2,assetbundle/tx_zf01_skill01(matinee).matinee,0,0,-1,0,1,0,0,0,0,0,3,0.3,5,111007,-1,-1,-1,-1,-1,-1,3,0.3,5,111007,-1,-1,-1,-1,-1,-1,3.5,0,5,111007,-1,-1,-1,-1,-1,-1,4,0,5,101007,51,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
113008,张飞技能8,2,,5,2,assetbundle/tx_zf01_skill01(matinee).matinee,0,0,-1,0,1,0,0,0,0,0,3,0.3,5,111008,-1,-1,-1,-1,-1,-1,3,0.3,5,111008,-1,-1,-1,-1,-1,-1,3.5,0,5,111008,-1,-1,-1,-1,-1,-1,4,0,5,101008,51,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
113009,张飞技能9,2,,5,2,assetbundle/tx_zf01_skill01(matinee).matinee,0,0,-1,0,1,0,0,0,0,0,3,0.3,5,111009,-1,-1,-1,-1,-1,-1,3,0.3,5,111009,-1,-1,-1,-1,-1,-1,3.5,0,5,111009,-1,-1,-1,-1,-1,-1,4,0,5,101009,51,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
113010,张飞技能10,2,,5,2,assetbundle/tx_zf01_skill01(matinee).matinee,0,0,-1,0,1,0,0,0,0,0,3,0.3,5,111010,-1,-1,-1,-1,-1,-1,3,0.3,5,111010,-1,-1,-1,-1,-1,-1,3.5,0,5,111010,-1,-1,-1,-1,-1,-1,4,0,5,101010,51,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
113011,张飞技能11,2,,5,2,assetbundle/tx_zf01_skill01(matinee).matinee,0,0,-1,0,1,0,0,0,0,0,3,0.3,5,111011,-1,-1,-1,-1,-1,-1,3,0.3,5,111011,-1,-1,-1,-1,-1,-1,3.5,0,5,111011,-1,-1,-1,-1,-1,-1,4,0,5,101011,51,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
113012,张飞技能12,2,,5,2,assetbundle/tx_zf01_skill01(matinee).matinee,0,0,-1,0,1,0,0,0,0,0,3,0.3,5,111012,-1,-1,-1,-1,-1,-1,3,0.3,5,111012,-1,-1,-1,-1,-1,-1,3.5,0,5,111012,-1,-1,-1,-1,-1,-1,4,0,5,101012,51,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
113013,张飞技能13,2,,5,2,assetbundle/tx_zf01_skill01(matinee).matinee,0,0,-1,0,1,0,0,0,0,0,3,0.3,5,111013,-1,-1,-1,-1,-1,-1,3,0.3,5,111013,-1,-1,-1,-1,-1,-1,3.5,0,5,111013,-1,-1,-1,-1,-1,-1,4,0,5,101013,51,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
113014,张飞技能14,2,,5,2,assetbundle/tx_zf01_skill01(matinee).matinee,0,0,-1,0,1,0,0,0,0,0,3,0.3,5,111014,-1,-1,-1,-1,-1,-1,3,0.3,5,111014,-1,-1,-1,-1,-1,-1,3.5,0,5,111014,-1,-1,-1,-1,-1,-1,4,0,5,101014,51,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
113015,张飞技能15,2,,5,2,assetbundle/tx_zf01_skill01(matinee).matinee,0,0,-1,0,1,0,0,0,0,0,3,0.3,5,111015,-1,-1,-1,-1,-1,-1,3,0.3,5,111015,-1,-1,-1,-1,-1,-1,3.5,0,5,111015,-1,-1,-1,-1,-1,-1,4,0,5,101015,51,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
113016,张飞技能16,2,,5,2,assetbundle/tx_zf01_skill01(matinee).matinee,0,0,-1,0,1,0,0,0,0,0,3,0.3,5,111016,-1,-1,-1,-1,-1,-1,3,0.3,5,111016,-1,-1,-1,-1,-1,-1,3.5,0,5,111016,-1,-1,-1,-1,-1,-1,4,0,5,101016,51,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
113017,张飞技能17,2,,5,2,assetbundle/tx_zf01_skill01(matinee).matinee,0,0,-1,0,1,0,0,0,0,0,3,0.3,5,111017,-1,-1,-1,-1,-1,-1,3,0.3,5,111017,-1,-1,-1,-1,-1,-1,3.5,0,5,111017,-1,-1,-1,-1,-1,-1,4,0,5,101017,51,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
113018,张飞技能18,2,,5,2,assetbundle/tx_zf01_skill01(matinee).matinee,0,0,-1,0,1,0,0,0,0,0,3,0.3,5,111018,-1,-1,-1,-1,-1,-1,3,0.3,5,111018,-1,-1,-1,-1,-1,-1,3.5,0,5,111018,-1,-1,-1,-1,-1,-1,4,0,5,101018,51,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
113019,张飞技能19,2,,5,2,assetbundle/tx_zf01_skill01(matinee).matinee,0,0,-1,0,1,0,0,0,0,0,3,0.3,5,111019,-1,-1,-1,-1,-1,-1,3,0.3,5,111019,-1,-1,-1,-1,-1,-1,3.5,0,5,111019,-1,-1,-1,-1,-1,-1,4,0,5,101019,51,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
113020,张飞技能20,2,,5,2,assetbundle/tx_zf01_skill01(matinee).matinee,0,0,-1,0,1,0,0,0,0,0,3,0.3,5,111020,-1,-1,-1,-1,-1,-1,3,0.3,5,111020,-1,-1,-1,-1,-1,-1,3.5,0,5,111020,-1,-1,-1,-1,-1,-1,4,0,5,101020,51,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
##刘备技能##,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114001,刘备技能1,2,,5,2,assetbundle/tx_lb01_skill01(matinee).matinee,0,0,-1,0,1,0,0,0,0,0,3,0.3,5,111001,-1,-1,-1,-1,-1,-1,3,0.3,5,111001,-1,-1,-1,-1,-1,-1,3.5,0,5,111001,-1,-1,-1,-1,-1,-1,4,0,5,101001,51,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
114002,刘备技能2,2,,5,2,assetbundle/tx_lb01_skill01(matinee).matinee,0,0,-1,0,1,0,0,0,0,0,3,0.3,5,111002,-1,-1,-1,-1,-1,-1,3,0.3,5,111002,-1,-1,-1,-1,-1,-1,3.5,0,5,111002,-1,-1,-1,-1,-1,-1,4,0,5,101002,51,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
114003,刘备技能3,2,,5,2,assetbundle/tx_lb01_skill01(matinee).matinee,0,0,-1,0,1,0,0,0,0,0,3,0.3,5,111003,-1,-1,-1,-1,-1,-1,3,0.3,5,111003,-1,-1,-1,-1,-1,-1,3.5,0,5,111003,-1,-1,-1,-1,-1,-1,4,0,5,101003,51,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
114004,刘备技能4,2,,5,2,assetbundle/tx_lb01_skill01(matinee).matinee,0,0,-1,0,1,0,0,0,0,0,3,0.3,5,111004,-1,-1,-1,-1,-1,-1,3,0.3,5,111004,-1,-1,-1,-1,-1,-1,3.5,0,5,111004,-1,-1,-1,-1,-1,-1,4,0,5,101004,51,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
114005,刘备技能5,2,,5,2,assetbundle/tx_lb01_skill01(matinee).matinee,0,0,-1,0,1,0,0,0,0,0,3,0.3,5,111005,-1,-1,-1,-1,-1,-1,3,0.3,5,111005,-1,-1,-1,-1,-1,-1,3.5,0,5,111005,-1,-1,-1,-1,-1,-1,4,0,5,101005,51,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
114006,刘备技能6,2,,5,2,assetbundle/tx_lb01_skill01(matinee).matinee,0,0,-1,0,1,0,0,0,0,0,3,0.3,5,111006,-1,-1,-1,-1,-1,-1,3,0.3,5,111006,-1,-1,-1,-1,-1,-1,3.5,0,5,111006,-1,-1,-1,-1,-1,-1,4,0,5,101006,51,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
114007,刘备技能7,2,,5,2,assetbundle/tx_lb01_skill01(matinee).matinee,0,0,-1,0,1,0,0,0,0,0,3,0.3,5,111007,-1,-1,-1,-1,-1,-1,3,0.3,5,111007,-1,-1,-1,-1,-1,-1,3.5,0,5,111007,-1,-1,-1,-1,-1,-1,4,0,5,101007,51,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
114008,刘备技能8,2,,5,2,assetbundle/tx_lb01_skill01(matinee).matinee,0,0,-1,0,1,0,0,0,0,0,3,0.3,5,111008,-1,-1,-1,-1,-1,-1,3,0.3,5,111008,-1,-1,-1,-1,-1,-1,3.5,0,5,111008,-1,-1,-1,-1,-1,-1,4,0,5,101008,51,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
114009,刘备技能9,2,,5,2,assetbundle/tx_lb01_skill01(matinee).matinee,0,0,-1,0,1,0,0,0,0,0,3,0.3,5,111009,-1,-1,-1,-1,-1,-1,3,0.3,5,111009,-1,-1,-1,-1,-1,-1,3.5,0,5,111009,-1,-1,-1,-1,-1,-1,4,0,5,101009,51,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
114010,刘备技能10,2,,5,2,assetbundle/tx_lb01_skill01(matinee).matinee,0,0,-1,0,1,0,0,0,0,0,3,0.3,5,111010,-1,-1,-1,-1,-1,-1,3,0.3,5,111010,-1,-1,-1,-1,-1,-1,3.5,0,5,111010,-1,-1,-1,-1,-1,-1,4,0,5,101010,51,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
114011,刘备技能11,2,,5,2,assetbundle/tx_lb01_skill01(matinee).matinee,0,0,-1,0,1,0,0,0,0,0,3,0.3,5,111011,-1,-1,-1,-1,-1,-1,3,0.3,5,111011,-1,-1,-1,-1,-1,-1,3.5,0,5,111011,-1,-1,-1,-1,-1,-1,4,0,5,101011,51,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
114012,刘备技能12,2,,5,2,assetbundle/tx_lb01_skill01(matinee).matinee,0,0,-1,0,1,0,0,0,0,0,3,0.3,5,111012,-1,-1,-1,-1,-1,-1,3,0.3,5,111012,-1,-1,-1,-1,-1,-1,3.5,0,5,111012,-1,-1,-1,-1,-1,-1,4,0,5,101012,51,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
114013,刘备技能13,2,,5,2,assetbundle/tx_lb01_skill01(matinee).matinee,0,0,-1,0,1,0,0,0,0,0,3,0.3,5,111013,-1,-1,-1,-1,-1,-1,3,0.3,5,111013,-1,-1,-1,-1,-1,-1,3.5,0,5,111013,-1,-1,-1,-1,-1,-1,4,0,5,101013,51,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
114014,刘备技能14,2,,5,2,assetbundle/tx_lb01_skill01(matinee).matinee,0,0,-1,0,1,0,0,0,0,0,3,0.3,5,111014,-1,-1,-1,-1,-1,-1,3,0.3,5,111014,-1,-1,-1,-1,-1,-1,3.5,0,5,111014,-1,-1,-1,-1,-1,-1,4,0,5,101014,51,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
114015,刘备技能15,2,,5,2,assetbundle/tx_lb01_skill01(matinee).matinee,0,0,-1,0,1,0,0,0,0,0,3,0.3,5,111015,-1,-1,-1,-1,-1,-1,3,0.3,5,111015,-1,-1,-1,-1,-1,-1,3.5,0,5,111015,-1,-1,-1,-1,-1,-1,4,0,5,101015,51,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,3,0,5,805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10000001_1
